Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Balwyn North,2 Osburn Av,3,h,,PI,Ray,04-06-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,5 Arama St,3,h,,S,Jellis,06-08-2016,9.2,3104,4,1,2,709,,,Boroondara,-37.7851,145.0974,Southern Metropolitan,7809
Balwyn North,325 Belmore Rd,5,h,3250000,PI,Jellis,06-08-2016,9.2,3104,3,4,2,886,520,2013,Boroondara,-37.804,145.0951,Southern Metropolitan,7809
Balwyn North,1 Buchanan Av,4,h,,S,Marshall,06-08-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,45 Cityview Rd,4,h,1750000,PI,Ray,06-08-2016,9.2,3104,4,3,3,667,,,Boroondara,-37.7898,145.079,Southern Metropolitan,7809
Balwyn North,15 Ellendale St,3,t,1150000,S,Christopher,06-08-2016,9.2,3104,3,2,1,207,144,2003,Boroondara,-37.7893,145.092,Southern Metropolitan,7809
Balwyn North,101 Hill Rd,4,h,,SP,Marshall,06-08-2016,9.2,3104,4,2,2,729,233,1950,Boroondara,-37.7825,145.084,Southern Metropolitan,7809
Balwyn North,10 Sylvander St,3,h,,S,Jellis,06-08-2016,9.2,3104,3,2,2,650,145,1980,Boroondara,-37.7903,145.0932,Southern Metropolitan,7809
Balwyn North,85 Tannock St,3,h,1575000,PI,Noel,06-08-2016,9.2,3104,3,2,2,645,,1953,Boroondara,-37.7851,145.0957,Southern Metropolitan,7809
Balwyn North,6 Abassia St,6,h,1505000,S,hockingstuart,07-05-2016,9.2,3104,4,2,2,724,,,Boroondara,-37.8021,145.0985,Southern Metropolitan,7809
Balwyn North,293 Belmore Rd,4,h,,PI,Fletchers,07-05-2016,9.2,3104,4,1,2,998,,1970,Boroondara,-37.8044,145.0913,Southern Metropolitan,7809
Balwyn North,1/9 Citron Av,3,h,920000,PI,Fletchers,07-05-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,30 Clifton St,4,h,1572000,S,hockingstuart,07-05-2016,9.2,3104,4,2,2,662,330,1965,Boroondara,-37.798,145.1007,Southern Metropolitan,7809
Balwyn North,8 Kalonga Rd,4,h,,PI,Noel,07-05-2016,9.2,3104,4,1,2,510,,,Boroondara,-37.8032,145.1007,Southern Metropolitan,7809
Balwyn North,2/1 Leicester St,2,h,,S,Jellis,07-05-2016,9.2,3104,2,1,1,230,111,2000,Boroondara,-37.7904,145.1003,Southern Metropolitan,7809
Balwyn North,10 Seattle St,4,h,1500000,VB,Jellis,07-05-2016,9.2,3104,3,2,2,610,,,Boroondara,-37.784,145.0878,Southern Metropolitan,7809
Balwyn North,3/54 Severn St,4,t,1400000,S,Jellis,07-05-2016,9.2,3104,4,2,1,283,,,Boroondara,-37.7982,145.0688,Southern Metropolitan,7809
Balwyn North,14 Buchanan Av,4,h,,S,Marshall,07-11-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,108 Bulleen Rd,5,h,1750000,VB,Jellis,07-11-2016,9.2,3104,5,3,2,705,365,2013,Boroondara,-37.7851,145.0775,Southern Metropolitan,7809
Balwyn North,5 Carrington St,4,h,1850000,VB,Jellis,07-11-2016,9.2,3104,4,2,2,619,254,1990,Boroondara,-37.8025,145.0843,Southern Metropolitan,7809
Balwyn North,37 Gardenia Rd,5,h,,PN,RW,07-11-2016,9.2,3104,5,5,2,720,445,2016,Boroondara,-37.7859,145.0987,Southern Metropolitan,7809
Balwyn North,40 Winfield Rd,3,h,1480000,PI,Marshall,07-11-2016,9.2,3104,3,1,2,992,,,Boroondara,-37.7977,145.1037,Southern Metropolitan,7809
Balwyn North,7 Clifton St,4,h,1400000,PI,hockingstuart,08-10-2016,9.2,3104,4,2,2,714,,,Boroondara,-37.8007,145.1002,Southern Metropolitan,7809
Balwyn North,3 Clive Ct,4,h,2130000,PI,RW,08-10-2016,9.2,3104,4,3,2,1274,275,1970,Boroondara,-37.7822,145.0907,Southern Metropolitan,7809
Balwyn North,2/34 Doncaster Rd,3,u,1050000,S,Fletchers,08-10-2016,9.2,3104,3,2,2,244,,,Boroondara,-37.7933,145.0672,Southern Metropolitan,7809
Balwyn North,7 Page St,5,h,3690000,S,RW,08-10-2016,9.2,3104,4,4,2,624,154,1967,Boroondara,-37.802,145.0797,Southern Metropolitan,7809
Balwyn North,1/39 Trentwood Av,2,u,709000,S,Jellis,08-10-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,58 Aquila St,3,h,,S,Fletchers,10-09-2016,9.2,3104,3,2,2,635,,,Boroondara,-37.7862,145.0693,Southern Metropolitan,7809
Balwyn North,14 Cascade St,4,h,,SP,Marshall,10-09-2016,9.2,3104,4,1,1,847,,1939,Boroondara,-37.7893,145.0665,Southern Metropolitan,7809
Balwyn North,8 Cash St,4,h,1740000,VB,Jellis,10-09-2016,9.2,3104,4,2,2,610,275,1993,Boroondara,-37.7843,145.0891,Southern Metropolitan,7809
Balwyn North,6 Cumberland Av,3,h,,S,Fletchers,10-09-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,7 Grieve St,4,h,2575000,PI,Jellis,10-09-2016,9.2,3104,4,3,2,657,355,2006,Boroondara,-37.7981,145.0904,Southern Metropolitan,7809
Balwyn North,39 Kawarren St,4,h,1388800,S,Jellis,10-09-2016,9.2,3104,3,2,1,517,247,1970,Boroondara,-37.783,145.0926,Southern Metropolitan,7809
Balwyn North,185 Doncaster Rd,4,h,1702000,PI,Jellis,10-12-2016,9.2,3104,4,2,2,715,,1939,Boroondara,-37.7943,145.083,Southern Metropolitan,7809
Balwyn North,41 Helston St,4,h,1800000,VB,Fletchers/One,10-12-2016,9.2,3104,4,2,4,587,165,1960,Boroondara,-37.7841,145.0953,Southern Metropolitan,7809
Balwyn North,17 Maylands Av,4,h,3300000,VB,Jellis,10-12-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,15 Moody St,4,h,2910000,S,Marshall,10-12-2016,9.2,3104,4,3,2,1070,247,1992,Boroondara,-37.7975,145.0716,Southern Metropolitan,7809
Balwyn North,53 Sweyn St,2,h,1400000,S,Noel,10-12-2016,9.2,3104,2,1,1,694,,,Boroondara,-37.7941,145.1042,Southern Metropolitan,7809
Balwyn North,2/11 Winfield Rd,2,t,860000,S,hockingstuart,10-12-2016,9.2,3104,2,2,2,204,,,Boroondara,-37.8008,145.104,Southern Metropolitan,7809
Balwyn North,2/31 Sutton St,3,u,,S,Fletchers,11-02-2017,9.2,3104,3,1,2,345,120,1960,Boroondara,-37.7949,145.0805,Southern Metropolitan,7809
Balwyn North,13 Lucifer St,4,h,1670000,SP,Marshall,11-03-2017,9.2,3104,4,3,2,689,,,Boroondara,-37.7871,145.0843,Southern Metropolitan,7809
Balwyn North,141 Greythorn Rd,5,h,1500000,S,hockingstuart,12-06-2016,9.2,3104,3,1,1,800,,1950,Boroondara,-37.8023,145.0976,Southern Metropolitan,7809
Balwyn North,23a The Boulevard,5,h,2200000,VB,Noel,12-06-2016,9.2,3104,5,3,2,900,355,1955,Boroondara,-37.7868,145.0677,Southern Metropolitan,7809
Balwyn North,16b Alpha St,3,u,1150000,S,Lindellas,12-11-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,62 Clifton St,4,h,1350000,VB,Jellis,12-11-2016,9.2,3104,4,2,2,815,,,Boroondara,-37.794,145.1019,Southern Metropolitan,7809
Balwyn North,47 Ellsa St,4,h,,SN,RT,12-11-2016,9.2,3104,4,2,1,1088,197,1950,Boroondara,-37.7956,145.0962,Southern Metropolitan,7809
Balwyn North,5 Lemon Rd,5,h,2070000,SP,Jellis,12-11-2016,9.2,3104,5,2,1,1138,,,Boroondara,-37.7928,145.1006,Southern Metropolitan,7809
Balwyn North,21 Maud St,3,h,1300000,S,Marshall,12-11-2016,9.2,3104,3,1,2,464,,,Boroondara,-37.7945,145.0667,Southern Metropolitan,7809
Balwyn North,53 Trentwood Av,5,h,2190000,S,Marshall,12-11-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,1 Bolinda Rd,3,h,1700000,VB,Fletchers,13-08-2016,9.2,3104,3,2,3,763,168,1960,Boroondara,-37.7935,145.0865,Southern Metropolitan,7809
Balwyn North,35 Corhampton Rd,3,h,1750000,VB,Noel,13-08-2016,9.2,3104,2,1,2,854,,1948,Boroondara,-37.7971,145.0672,Southern Metropolitan,7809
Balwyn North,151 Bulleen Rd,3,h,980000,SP,Fletchers,14-05-2016,9.2,3104,3,1,1,542,,,Boroondara,-37.7832,145.0779,Southern Metropolitan,7809
Balwyn North,56a Clifton St,3,h,1230000,S,Noel,14-05-2016,9.2,3104,3,3,1,310,188,2012,Boroondara,-37.7949,145.1014,Southern Metropolitan,7809
Balwyn North,12 Hood St,5,h,,S,Marshall,14-05-2016,9.2,3104,5,5,2,643,360,2007,Boroondara,-37.7986,145.0709,Southern Metropolitan,7809
Balwyn North,2 Tudor Ct,7,h,2600000,PI,Barry,14-05-2016,9.2,3104,5,3,3,637,529,2008,Boroondara,-37.7898,145.0967,Southern Metropolitan,7809
Balwyn North,28 Walnut Rd,4,h,1950000,S,Fletchers,14-05-2016,9.2,3104,3,3,2,665,232,1970,Boroondara,-37.7889,145.0904,Southern Metropolitan,7809
Balwyn North,14 Bernard St,3,h,,SP,Jellis,15-10-2016,9.2,3104,3,1,1,612,165,1950,Boroondara,-37.787,145.0798,Southern Metropolitan,7809
Balwyn North,14 Dumblane St,5,h,1750000,PI,RW,15-10-2016,9.2,3104,5,2,2,710,170,1955,Boroondara,-37.7907,145.0916,Southern Metropolitan,7809
Balwyn North,13 Glenthorn Av,3,h,1636000,S,Jellis,15-10-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,64 Greythorn Rd,5,h,2000000,S,Fletchers,15-10-2016,9.2,3104,5,2,2,1002,244,1950,Boroondara,-37.796,145.0984,Southern Metropolitan,7809
Balwyn North,42 Maud St,3,h,1480000,PI,Jellis,15-10-2016,9.2,3104,3,1,4,605,116,1950,Boroondara,-37.7951,145.0696,Southern Metropolitan,7809
Balwyn North,19 Nicholson St,4,h,,S,Jellis,15-10-2016,9.2,3104,4,3,2,879,275,1930,Boroondara,-37.7965,145.0649,Southern Metropolitan,7809
Balwyn North,11 Stephens St,4,h,3000000,PI,Nelson,15-10-2016,9.2,3104,4,3,2,1247,50,,Boroondara,-37.7964,145.086,Southern Metropolitan,7809
Balwyn North,54 Sutton St,3,h,1818000,S,Fletchers,15-10-2016,9.2,3104,3,1,1,722,90,1930,Boroondara,-37.7956,145.0829,Southern Metropolitan,7809
Balwyn North,1 Ventnor St,3,h,,S,Jellis,15-10-2016,9.2,3104,3,2,2,696,,,Boroondara,-37.7822,145.0933,Southern Metropolitan,7809
Balwyn North,3 Alpha St,4,h,2170000,SP,Fletchers,16-04-2016,9.2,3104,4,2,2,1040,,,Boroondara,-37.7992,145.0907,Southern Metropolitan,7809
Balwyn North,237a Balwyn Rd,5,h,1310000,PI,Appleby,16-04-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,1/17 Corhampton Rd,3,h,,S,Jellis,16-04-2016,9.2,3104,3,2,2,234,,,Boroondara,-37.7956,145.0676,Southern Metropolitan,7809
Balwyn North,48 Hosken St,4,h,2525000,PI,Jellis,16-04-2016,9.2,3104,4,2,2,1235,196,1960,Boroondara,-37.7988,145.089,Southern Metropolitan,7809
Balwyn North,8 Kawarren St,5,h,,SN,Jellis,16-04-2016,9.2,3104,5,4,2,676,296,1968,Boroondara,-37.7859,145.0917,Southern Metropolitan,7809
Balwyn North,17 Stephens St,4,h,3360000,S,Assisi,16-04-2016,9.2,3104,4,3,1,904,420,2003,Boroondara,-37.797,145.086,Southern Metropolitan,7809
Balwyn North,7 Sunburst Av,3,h,1845000,S,hockingstuart,16-04-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,20 Ajax St,4,h,1620000,S,Jellis,16-07-2016,9.2,3104,4,2,1,654,,1960,Boroondara,-37.7885,145.0854,Southern Metropolitan,7809
Balwyn North,24 Cumberland Av,4,h,1420000,VB,Jellis,16-07-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,15 Illawarra Rd,3,h,1903000,S,Noel,16-07-2016,9.2,3104,3,1,2,713,720,1950,Boroondara,-37.7982,145.0816,Southern Metropolitan,7809
Balwyn North,5 Andrew Ct,3,h,,SP,Fletchers,17-09-2016,9.2,3104,3,2,2,632,,,Boroondara,-37.7926,145.1048,Southern Metropolitan,7809
Balwyn North,45 Dempster Av,5,h,1900000,VB,Marshall,17-09-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,45 Woodville St,4,h,1712000,S,Fletchers,17-09-2016,9.2,3104,3,2,2,639,,,Boroondara,-37.7879,145.0929,Southern Metropolitan,7809
Balwyn North,12 Clifton St,4,h,1720000,PI,Marshall,18-03-2017,9.2,3104,4,3,2,869,170,1950,Boroondara,-37.8002,145.0999,Southern Metropolitan,7809
Balwyn North,8 Colby St,3,h,,S,Noel,18-03-2017,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,6 Leicester St,4,h,1670000,S,Jellis,18-03-2017,9.2,3104,4,1,4,1042,,,Boroondara,-37.7908,145.101,Southern Metropolitan,7809
Balwyn North,23 Maud St,2,h,1350000,SP,Nelson,18-03-2017,9.2,3104,2,1,2,467,,,Boroondara,-37.7945,145.067,Southern Metropolitan,7809
Balwyn North,2/5 Maud St,2,u,,PI,Fletchers,18-03-2017,9.2,3104,2,1,1,120,102,1970,Boroondara,-37.7941,145.0649,Southern Metropolitan,7809
Balwyn North,21 Riverside Av,3,h,2086000,S,Jellis,18-03-2017,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,9 Seattle St,4,h,1675000,S,Fletchers,18-03-2017,9.2,3104,4,2,2,667,201,1974,Boroondara,-37.7835,145.0883,Southern Metropolitan,7809
Balwyn North,16 Sylvan St,4,t,1680000,S,Noel,18-03-2017,9.2,3104,4,3,1,362,200,2014,Boroondara,-37.7987,145.0788,Southern Metropolitan,7809
Balwyn North,14 Aylmer St,4,h,,S,hockingstuart,18-06-2016,9.2,3104,3,1,1,716,125,1945,Boroondara,-37.7942,145.0686,Southern Metropolitan,7809
Balwyn North,49 Aylmer St,3,h,1800000,PI,hockingstuart,18-06-2016,9.2,3104,3,1,1,809,,,Boroondara,-37.7976,145.0684,Southern Metropolitan,7809
Balwyn North,5 Echo Av,5,h,1540000,VB,Jellis,18-06-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,14 Hedderwick St,4,h,1550000,S,Noel,18-06-2016,9.2,3104,4,3,4,707,,,Boroondara,-37.8005,145.0986,Southern Metropolitan,7809
Balwyn North,168 Maud St,4,h,,PI,Jellis,18-06-2016,9.2,3104,4,2,2,720,,,Boroondara,-37.7967,145.0836,Southern Metropolitan,7809
Balwyn North,9 Stephens St,5,h,4000000,PI,Marshall,18-06-2016,9.2,3104,5,5,4,1364,518,2013,Boroondara,-37.7961,145.0859,Southern Metropolitan,7809
Balwyn North,9 Sunburst Av,6,h,1860000,S,Fletchers,18-06-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,31 Tuxen St,3,h,2900000,S,Jellis,18-06-2016,9.2,3104,4,2,2,917,,,Boroondara,-37.7968,145.0873,Southern Metropolitan,7809
Balwyn North,31 Viewhill Rd,4,h,,S,Jellis,18-06-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,5 Grieve St,4,h,2205000,S,Fletchers,19-11-2016,9.2,3104,4,2,2,1010,250,1950,Boroondara,-37.7982,145.0903,Southern Metropolitan,7809
Balwyn North,48 Hosken St,4,h,,PI,hockingstuart,19-11-2016,9.2,3104,4,2,2,1235,196,1960,Boroondara,-37.7988,145.089,Southern Metropolitan,7809
Balwyn North,15 Leicester St,3,h,,S,Fletchers,19-11-2016,9.2,3104,3,2,2,423,150,2010,Boroondara,-37.7905,145.1018,Southern Metropolitan,7809
Balwyn North,2/22 Severn St,3,t,1137000,S,Fletchers,19-11-2016,9.2,3104,3,2,2,349,,,Boroondara,-37.7955,145.0694,Southern Metropolitan,7809
Balwyn North,28 Severn St,3,h,2100000,VB,Jellis,19-11-2016,9.2,3104,3,2,3,949,175,1940,Boroondara,-37.796,145.0696,Southern Metropolitan,7809
Balwyn North,3 Capella St,2,h,1389000,S,Jellis,22-05-2016,9.2,3104,2,1,4,701,,,Boroondara,-37.7867,145.0718,Southern Metropolitan,7809
Balwyn North,3/1 Corhampton Rd,2,h,685000,SP,Jellis,22-05-2016,9.2,3104,2,1,1,177,85,1975,Boroondara,-37.7935,145.0679,Southern Metropolitan,7809
Balwyn North,18 Highview Rd,5,h,,PN,Love,22-05-2016,9.2,3104,5,3,3,670,270,1970,Boroondara,-37.7831,145.0793,Southern Metropolitan,7809
Balwyn North,1 Morris St,6,h,1900000,VB,hockingstuart,22-05-2016,9.2,3104,6,1,6,691,5,,Boroondara,-37.8022,145.0775,Southern Metropolitan,7809
Balwyn North,17 Riverview Rd,4,h,,S,Marshall,22-05-2016,9.2,3104,4,2,2,624,260,1950,Boroondara,-37.7907,145.0793,Southern Metropolitan,7809
Balwyn North,85a Woodville St,3,h,1335000,S,Fletchers,22-05-2016,9.2,3104,3,2,2,368,177,2009,Boroondara,-37.7846,145.0935,Southern Metropolitan,7809
Balwyn North,211 Belmore Rd,5,h,,S,Jellis,22-08-2016,9.2,3104,5,4,3,802,542,2014,Boroondara,-37.8028,145.079,Southern Metropolitan,7809
Balwyn North,13 Bernard St,3,h,1600000,VB,Marshall,22-08-2016,9.2,3104,3,2,2,760,,,Boroondara,-37.7867,145.0797,Southern Metropolitan,7809
Balwyn North,4a Corhampton Rd,3,h,1830000,S,Fletchers,22-08-2016,9.2,3104,3,2,2,493,,,Boroondara,-37.7938,145.0675,Southern Metropolitan,7809
Balwyn North,6 Hedderwick St,4,h,,SP,Marshall,22-08-2016,9.2,3104,4,2,2,584,,,Boroondara,-37.8012,145.0984,Southern Metropolitan,7809
Balwyn North,41 Helston St,4,h,1900000,VB,One,22-08-2016,9.2,3104,4,2,4,587,165,1960,Boroondara,-37.7841,145.0953,Southern Metropolitan,7809
Balwyn North,38 Panoramic Rd,2,h,,S,Jellis,22-08-2016,9.2,3104,2,1,1,604,142,1930,Boroondara,-37.7905,145.0796,Southern Metropolitan,7809
Balwyn North,65 Sylvander St,4,h,,SS,RT,22-08-2016,9.2,3104,3,2,2,628,239,1940,Boroondara,-37.7868,145.0943,Southern Metropolitan,7809
Balwyn North,25 Bernard St,5,h,,S,Jellis,23-04-2016,9.2,3104,5,3,2,675,,1956,Boroondara,-37.7869,145.0812,Southern Metropolitan,7809
Balwyn North,10 Citron Av,5,h,1650000,VB,Owen,23-04-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,11 Highview Rd,5,h,1500000,VB,hockingstuart,23-04-2016,9.2,3104,5,2,2,605,,,Boroondara,-37.7832,145.0796,Southern Metropolitan,7809
Balwyn North,24 Maud St,4,h,,S,Jellis,23-04-2016,9.2,3104,3,2,2,723,200,1936,Boroondara,-37.7948,145.0671,Southern Metropolitan,7809
Balwyn North,3/52 Maud St,2,u,735000,S,Christopher,23-04-2016,9.2,3104,2,1,1,1075,,1970,Boroondara,-37.7953,145.0712,Southern Metropolitan,7809
Balwyn North,1 Renown St,4,h,,SP,hockingstuart,23-04-2016,9.2,3104,4,1,1,1185,148,1960,Boroondara,-37.8022,145.0921,Southern Metropolitan,7809
Balwyn North,23 Alpha St,5,h,,PI,RW,24-09-2016,9.2,3104,5,3,2,700,,,Boroondara,,,Southern Metropolitan,7809
Balwyn North,3/48 Alpha St,2,u,1040000,S,Fletchers,24-09-2016,9.2,3104,2,1,1,250,112,1995,Boroondara,-37.7996,145.0959,Southern Metropolitan,7809
Balwyn North,4 Ajax St,3,h,,S,hockingstuart,25-02-2017,9.2,3104,3,1,3,640,,,Boroondara,-37.7879,145.0831,Southern Metropolitan,7809
Balwyn North,31 Almond St,4,h,,SN,Fletchers,25-02-2017,9.2,3104,4,1,2,622,200,1970,Boroondara,-37.7908,145.0881,Southern Metropolitan,7809
Balwyn North,66 Almond St,3,h,1520000,S,Jellis,25-02-2017,9.2,3104,3,1,2,622,,,Boroondara,-37.7882,145.0882,Southern Metropolitan,7809
Balwyn North,2/42 Gardenia Rd,3,t,,SP,hockingstuart,25-02-2017,9.2,3104,3,2,2,275,,2010,Boroondara,-37.7853,145.098,Southern Metropolitan,7809
Balwyn North,19 Hedderwick St,4,h,1250000,VB,Marshall,25-02-2017,9.2,3104,4,2,2,644,153,1950,Boroondara,-37.7997,145.0993,Southern Metropolitan,7809
Balwyn North,34 Kawarren St,6,h,1900000,S,Fletchers,25-02-2017,9.2,3104,6,3,2,808,,1974,Boroondara,-37.7842,145.0921,Southern Metropolitan,7809
Balwyn North,2B Lemon Rd,3,h,,S,Jellis,25-02-2017,9.2,3104,3,2,2,293,220,2014,Boroondara,-37.793,145.0996,Southern Metropolitan,7809
Balwyn North,31 MacEdon Av,4,h,2006000,S,Fletchers,25-02-2017,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,430 Balwyn Rd,5,h,1875000,PI,Fletchers,27-06-2016,9.2,3104,5,3,2,842,200,1961,Boroondara,-37.7854,145.0869,Southern Metropolitan,7809
Balwyn North,74 Cityview Rd,5,h,,SP,Jellis,27-06-2016,9.2,3104,5,2,2,669,268,1948,Boroondara,-37.7879,145.079,Southern Metropolitan,7809
Balwyn North,43 Helston St,4,h,1530000,PI,hockingstuart,27-06-2016,9.2,3104,4,2,2,701,198,1960,Boroondara,-37.7839,145.0954,Southern Metropolitan,7809
Balwyn North,27 Landen Av,3,h,,SN,Barry,27-06-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,36 Larbert Av,3,h,1425000,PI,Parkes,27-06-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,1/9 Lime Av,3,u,940000,S,Jellis,27-06-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,16 Nevada St,4,h,1700000,VB,Jellis,27-06-2016,9.2,3104,3,2,5,754,175,1960,Boroondara,-37.786,145.0886,Southern Metropolitan,7809
Balwyn North,8a Sylvan St,4,h,1300000,VB,Jellis,27-06-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,27 Viewhill Rd,4,h,,S,Fletchers,27-06-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,1/32 Viewhill Rd,3,h,,S,Jellis,27-06-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,35 Walnut Rd,4,h,1760000,S,hockingstuart,27-06-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,21 Winfield Rd,2,h,,SN,Barry,27-06-2016,9.2,3104,2,1,1,666,,,Boroondara,-37.7992,145.1035,Southern Metropolitan,7809
Balwyn North,10 Wynyard Cr,4,h,2300000,PI,Noel,27-06-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,9 Arama St,3,h,1300000,VB,Jellis,27-11-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,3/191 Balwyn Rd,3,t,1238000,S,Fletchers,27-11-2016,9.2,3104,3,2,2,186,,2010,Boroondara,-37.8028,145.0828,Southern Metropolitan,7809
Balwyn North,233 Balwyn Rd,3,h,1320000,S,Noel,27-11-2016,9.2,3104,3,1,0,635,,1960,Boroondara,-37.7982,145.0839,Southern Metropolitan,7809
Balwyn North,2 Carron St,4,h,,SP,Fletchers,27-11-2016,9.2,3104,4,2,3,767,,,Boroondara,-37.7817,145.0889,Southern Metropolitan,7809
Balwyn North,2/2 Hatfield St,2,h,,SP,Fletchers,27-11-2016,9.2,3104,2,1,1,170,144,1950,Boroondara,-37.7935,145.0663,Southern Metropolitan,7809
Balwyn North,5/133 Maud St,2,u,560000,S,hockingstuart,27-11-2016,9.2,3104,2,1,1,0,,1950,Boroondara,-37.7961,145.0808,Southern Metropolitan,7809
Balwyn North,11 Milfay Ct,3,h,1651000,S,Nelson,27-11-2016,9.2,3104,3,1,2,657,151,1960,Boroondara,-37.7895,145.0985,Southern Metropolitan,7809
Balwyn North,23A The Boulevard,5,h,1920000,S,Marshall,27-11-2016,9.2,3104,5,3,2,900,355,1955,Boroondara,-37.7868,145.0677,Southern Metropolitan,7809
Balwyn North,123 Winfield Rd,5,h,1560000,S,RT,27-11-2016,9.2,3104,5,2,3,845,199,1980,Boroondara,-37.7898,145.1021,Southern Metropolitan,7809
Balwyn North,30 Abbott St,5,h,1550000,VB,Fletchers,28-05-2016,9.2,3104,7,2,0,942,,,Boroondara,-37.7923,145.1029,Southern Metropolitan,7809
Balwyn North,69 Aylmer St,5,h,,PI,Marshall,28-05-2016,9.2,3104,5,3,2,942,,1970,Boroondara,-37.7994,145.068,Southern Metropolitan,7809
Balwyn North,10a Bolinda Rd,3,t,1330000,S,Christopher,28-05-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,15 Ellendale St,3,h,1038000,S,Christopher,28-05-2016,9.2,3104,3,2,1,207,144,2003,Boroondara,-37.7893,145.092,Southern Metropolitan,7809
Balwyn North,38 Ferdinand Av,4,h,,SP,Marshall,28-05-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,38 Ferninand Av,4,h,,SP,Marshall,28-05-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,22 Highbury St,2,h,,S,hockingstuart,28-05-2016,9.2,3104,2,1,1,362,,,Boroondara,-37.795,145.0731,Southern Metropolitan,7809
Balwyn North,15 Maughan Pde,5,h,1660000,PI,hockingstuart,28-05-2016,9.2,3104,4,3,2,737,193,1950,Boroondara,-37.7975,145.0961,Southern Metropolitan,7809
Balwyn North,5 Pam Av,3,h,,S,Jellis,28-05-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
Balwyn North,61 Ray Dr,3,h,1260000,PI,hockingstuart,28-05-2016,9.2,3104,3,2,2,458,,1997,Boroondara,-37.7908,145.0991,Southern Metropolitan,7809
Balwyn North,10 Dumblane St,4,h,,S,hockingstuart,28-08-2016,9.2,3104,4,2,2,701,,,Boroondara,-37.7909,145.0912,Southern Metropolitan,7809
Balwyn North,9 Gildan St,3,h,2000000,VB,Kay,28-08-2016,9.2,3104,3,1,2,75100,,,Boroondara,-37.8002,145.07,Southern Metropolitan,7809
Balwyn North,10 Hood St,4,h,2155000,S,Jellis,28-08-2016,9.2,3104,4,2,3,620,,,Boroondara,-37.7985,145.0707,Southern Metropolitan,7809
Balwyn North,3/8 Severn St,3,h,1225000,VB,Fletchers,28-08-2016,9.2,3104,3,2,2,282,,,Boroondara,-37.7936,145.0697,Southern Metropolitan,7809
Balwyn North,40 Stephens St,4,h,2150000,PI,Noel,28-08-2016,9.2,3104,4,2,2,730,,1960,Boroondara,-37.7993,145.0869,Southern Metropolitan,7809
Balwyn North,24 Willis St,3,h,1770000,PI,Fletchers,28-08-2016,9.2,3104,3,2,1,720,147,1955,Boroondara,-37.7938,145.0838,Southern Metropolitan,7809
Balwyn North,8 Harrington Av,4,h,2040000,PI,Jellis,30-07-2016,9.2,3104,,,,,,,,,,Southern Metropolitan,7809
