"Ord_id","Prod_id","Ship_id","Cust_id","Sales","Discount","Order_Quantity","Profit","Shipping_Cost","Product_Base_Margin"
"Ord_4337","Prod_4","SHP_6045","Cust_1462",1162.4005,0.09,22,-284.63,19.99,0.59
"Ord_4602","Prod_5","SHP_6401","Cust_1462",64.79,0.03,2,-41.32,7.87,0.54
"Ord_4482","Prod_8","SHP_6241","Cust_1457",512.87,0,31,170.69,1.99,0.42
"Ord_4585","Prod_11","SHP_6379","Cust_1457",6126.93,0.01,41,-1704.89,80.2,0.71
"Ord_4605","Prod_4","SHP_6404","Cust_1457",4357.117,0.07,44,1192.98,5.92,0.58
"Ord_4600","Prod_13","SHP_6397","Cust_1457",45.21,0.02,22,4.61,0.7,0.56
"Ord_4531","Prod_3","SHP_6306","Cust_1457",1194.34,0.04,33,497.11,2.99,0.35
"Ord_4606","Prod_6","SHP_6406","Cust_1457",19.34,0.06,3,-11.36,5.02,0.38
"Ord_4606","Prod_11","SHP_6407","Cust_1457",4245.93,0,19,-626.45,69,0.79
"Ord_4364","Prod_12","SHP_6084","Cust_1457",75.6,0.06,26,17.14,0.99,0.36
"Ord_4364","Prod_3","SHP_6083","Cust_1457",79.42,0.01,8,-15.46,6.28,0.35
"Ord_4531","Prod_4","SHP_6306","Cust_1457",51.833,0.01,1,-235.9,5,0.83
"Ord_4433","Prod_8","SHP_6178","Cust_1457",102.18,0.09,5,-65.67,4,0.68
"Ord_4487","Prod_3","SHP_6247","Cust_1457",80.45,0.09,21,-60.96,4.69,0.35
"Ord_4593","Prod_4","SHP_6388","Cust_1457",1721.641,0.04,17,242.44,4.23,0.56
"Ord_4606","Prod_8","SHP_6405","Cust_1457",1298.29,0.06,41,542.33,1.99,0.42
"Ord_4332","Prod_13","SHP_6039","Cust_1457",1315.74,0.03,34,260.87,13.89,0.41
"Ord_4606","Prod_13","SHP_6405","Cust_1457",590.32,0.06,35,-91.31,8.99,0.56
"Ord_4593","Prod_16","SHP_6388","Cust_1457",413.37,0.04,50,-224.41,7.77,0.55
"Ord_4514","Prod_17","SHP_6284","Cust_1457",124.19,0.03,7,-53.3,11.28,0.38
"Ord_4660","Prod_13","SHP_6494","Cust_1578",169.46,0.02,28,34.24,1.2,0.55
"Ord_4785","Prod_2","SHP_6670","Cust_1578",74.83,0.08,17,-83.71,6.89,0.6
"Ord_4621","Prod_8","SHP_6436","Cust_1578",57.73,0.06,2,-101.41,4,0.75
"Ord_4785","Prod_5","SHP_6669","Cust_1578",146.72,0.06,30,18.26,2.03,0.51
"Ord_4660","Prod_5","SHP_6494","Cust_1578",1283.68,0.08,33,202.47,9.2,0.65
"Ord_4789","Prod_6","SHP_6675","Cust_1578",1427.14,0.02,29,605.92,7.23,0.37
"Ord_4785","Prod_9","SHP_6669","Cust_1578",436.67,0.06,37,51.91,5.72,0.35
"Ord_1931","Prod_17","SHP_2646","Cust_714",4531.34,0.08,20,653.68,14.7,0.57
"Ord_1931","Prod_5","SHP_2647","Cust_714",574.5,0.02,44,-449.04,14.37,0.73
"Ord_1931","Prod_2","SHP_2647","Cust_714",262.94,0.06,18,-22.37,6.75,0.52
"Ord_1931","Prod_6","SHP_3136","Cust_902",216.87,0.03,18,30.53,5.01,0.36
"Ord_1931","Prod_5","SHP_3135","Cust_902",138.17,0.05,29,-103.78,6.6,0.49
"Ord_4545","Prod_17","SHP_6326","Cust_1483",2976.19,0.05,25,-44.52,56.14,0.4
"Ord_4371","Prod_3","SHP_6093","Cust_1483",2116.7,0.02,30,488.82,19.99,0.4
"Ord_4422","Prod_5","SHP_6163","Cust_1483",9752.25,0.09,49,3066.17,21.21,0.59
"Ord_4378","Prod_6","SHP_6101","Cust_1483",192.8,0.05,24,31,2.87,0.4
"Ord_4358","Prod_1","SHP_6077","Cust_1483",3553.62,0.07,23,521.69,19.99,0.59
"Ord_2154","Prod_2","SHP_2936","Cust_788",421.36,0.07,50,-75.17,4.5,0.59
"Ord_2102","Prod_9","SHP_2877","Cust_788",151.38,0.04,27,-55.61,5.3,0.35
"Ord_2075","Prod_8","SHP_2839","Cust_788",718.03,0.07,4,-427.47,19.99,0.48
"Ord_2111","Prod_6","SHP_2887","Cust_788",237.89,0,39,-165.26,7.96,0.36
"Ord_2102","Prod_8","SHP_2876","Cust_788",1824.13,0.05,46,104.51,7.12,0.67
"Ord_2104","Prod_11","SHP_2879","Cust_804",3617.64,0.07,26,-354.13,43.75,0.64
"Ord_1976","Prod_11","SHP_2701","Cust_741",2185.61,0.01,29,-2897.25,89.3,0.72
"Ord_1975","Prod_7","SHP_2700","Cust_740",54.32,0.09,16,16.11,0.7,0.37
"Ord_2016","Prod_8","SHP_2758","Cust_740",24.96,0.01,13,-20.68,1.99,0.51
"Ord_2057","Prod_13","SHP_2813","Cust_740",390.35,0.05,34,71.03,2.36,0.55
"Ord_2545","Prod_11","SHP_3484","Cust_984",2423.06,0.06,7,-94.27,40.19,0.62
"Ord_2374","Prod_11","SHP_3261","Cust_946",2009.05,0.04,43,33.99,46.59,0.67
"Ord_2355","Prod_15","SHP_3234","Cust_946",12296.49,0.01,44,-416.7,57,0.78
"Ord_2505","Prod_13","SHP_3433","Cust_946",7.75,0.03,2,-5.27,2.4,0.58
"Ord_2355","Prod_6","SHP_3235","Cust_946",128.13,0.03,18,-34.91,5.94,0.37
"Ord_2546","Prod_8","SHP_3485","Cust_946",667.64,0.08,25,-57.53,4,0.75
"Ord_2528","Prod_1","SHP_3461","Cust_946",274.32,0.01,18,-58.24,4.53,0.81
"Ord_3754","Prod_8","SHP_5210","Cust_1316",827.47,0,25,45.37,6.5,0.64
"Ord_3753","Prod_13","SHP_5209","Cust_1316",208.05,0.01,33,46.01,0.96,0.6
"Ord_3753","Prod_12","SHP_5209","Cust_1316",31.77,0.04,12,8.34,0.5,0.39
"Ord_73","Prod_11","SHP_97","Cust_56",965.69,0,6,-144.2,43.75,0.65
"Ord_119","Prod_2","SHP_162","Cust_56",256.12,0.03,21,-18.19,4.98,0.58
"Ord_230","Prod_1","SHP_319","Cust_56",368.18,0.07,32,-36.78,4.81,0.58
"Ord_218","Prod_3","SHP_303","Cust_56",22.06,0.06,5,-22.28,6.27,0.4
"Ord_77","Prod_17","SHP_103","Cust_56",3019.41,0.04,25,1269.05,7.11,0.36
"Ord_218","Prod_14","SHP_304","Cust_56",12616.2,0.07,19,2808.22,24.49,0.41
"Ord_341","Prod_3","SHP_456","Cust_131",283.21,0.08,36,-196.06,8.94,0.4
"Ord_341","Prod_5","SHP_456","Cust_131",45.8,0.04,18,-52.92,4.57,0.41
"Ord_4663","Prod_9","SHP_6498","Cust_1612",2026.42,0.03,50,655.36,9.83,0.4
"Ord_4739","Prod_1","SHP_6611","Cust_1612",7685.62,0.02,46,1952.15,19.99,0.59
"Ord_4663","Prod_4","SHP_6499","Cust_1612",3413.4555,0.03,31,868.47,2.5,0.6
"Ord_4677","Prod_13","SHP_6523","Cust_1612",283.82,0.01,23,-38.94,5.81,0.6
"Ord_4787","Prod_4","SHP_6672","Cust_1612",1553.868,0.04,27,322.51,5.92,0.55
"Ord_1940","Prod_6","SHP_2787","Cust_719",64.25,0.07,5,-7.94,4.86,0.38
"Ord_1940","Prod_4","SHP_2657","Cust_719",623.1265,0.09,38,122.29,0.99,0.57
"Ord_1940","Prod_3","SHP_2786","Cust_719",62.62,0.1,15,-67.06,6.27,0.4
"Ord_2277","Prod_11","SHP_3109","Cust_894",2567.64,0,15,-505.98,69,0.79
"Ord_4503","Prod_12","SHP_6270","Cust_1543",29.23,0.05,10,8.1,0.5,0.36
"Ord_4535","Prod_17","SHP_6311","Cust_1543",3259.25,0.04,37,580.33,28,0.38
"Ord_2277","Prod_10","SHP_6361","Cust_1543",7725.66,0.05,39,-737.41,55.96,0.75
"Ord_5466","Prod_6","SHP_7637","Cust_1804",129.9,0.02,13,-63.51,9.86,0.4
"Ord_5366","Prod_13","SHP_7495","Cust_1804",46.4,0.08,16,-2.12,0.96,0.58
"Ord_5379","Prod_6","SHP_7512","Cust_1804",121.73,0.01,23,-69.07,6.07,0.36
"Ord_5358","Prod_6","SHP_7484","Cust_1804",226.83,0.02,34,-92.05,6.6,0.37
"Ord_5358","Prod_1","SHP_7485","Cust_1804",278.92,0.04,16,6.11,4.96,0.58
"Ord_5366","Prod_8","SHP_7495","Cust_1804",286.9,0.06,34,-36.63,2.38,0.74
"Ord_4198","Prod_5","SHP_7638","Cust_1804",1587.59,0.08,42,651.74,3.04,0.53
"Ord_5360","Prod_17","SHP_7488","Cust_1804",17274.87,0.02,12,2028.12,14.7,0.59
"Ord_4213","Prod_6","SHP_5874","Cust_1428",1863.02,0.03,34,823.26,6.79,0.37
"Ord_4213","Prod_1","SHP_5875","Cust_1428",53.3,0,2,-46.2,11.52,0.83
"Ord_4198","Prod_5","SHP_5851","Cust_1428",1318.34,0.02,12,464.05,24.49,0.61
"Ord_4100","Prod_3","SHP_5712","Cust_1390",128.14,0.1,32,-163.58,7.01,0.37
"Ord_4108","Prod_8","SHP_5723","Cust_1390",5930.34,0.07,41,427.68,6.5,0.74
"Ord_4029","Prod_13","SHP_5609","Cust_1390",454.09,0.1,17,29.7,6.17,0.55
"Ord_4042","Prod_5","SHP_5632","Cust_1390",476.49,0.1,46,-18.57,5.16,0.57
"Ord_4100","Prod_6","SHP_5713","Cust_1390",67.46,0.08,9,-57.53,10.05,0.37
"Ord_4042","Prod_15","SHP_5631","Cust_1390",1932.97,0.08,32,-514.94,30,0.7
"Ord_3875","Prod_12","SHP_5370","Cust_1783",130.28,0.08,28,56.97,0.5,0.36
"Ord_5302","Prod_8","SHP_7404","Cust_1783",293.27,0.07,21,44.56,1.99,0.49
"Ord_5307","Prod_8","SHP_7411","Cust_1783",616.39,0.09,32,148.28,1.99,0.48
"Ord_3875","Prod_8","SHP_7393","Cust_1783",1556.42,0,48,-60.98,8.65,0.74
"Ord_5324","Prod_6","SHP_7436","Cust_1783",277.08,0.08,43,-179.11,7.91,0.37
"Ord_5330","Prod_3","SHP_7442","Cust_1783",131.12,0.03,11,-24.81,7.19,0.4
"Ord_5270","Prod_8","SHP_7357","Cust_1783",32.51,0.1,1,-90.94,1.99,0.43
"Ord_5270","Prod_1","SHP_7358","Cust_1783",570.51,0,33,-142.75,7.04,0.81
"Ord_1006","Prod_2","SHP_1393","Cust_378",1758.41,0.06,18,238.52,15.66,0.57
"Ord_920","Prod_10","SHP_1272","Cust_329",6039.1,0.01,37,-345.92,66.27,0.65
"Ord_920","Prod_7","SHP_1273","Cust_329",80.54,0.01,41,-18.72,0.76,0.83
"Ord_920","Prod_6","SHP_1273","Cust_329",206.49,0.05,31,80.07,1.34,0.36
"Ord_920","Prod_2","SHP_1271","Cust_329",4891.86,0.02,27,253.14,55.24,0.57
"Ord_598","Prod_15","SHP_817","Cust_210",1874.37,0.08,7,67.84,24.49,NA
"Ord_475","Prod_3","SHP_640","Cust_173",197.11,0.03,39,-89.42,4.95,0.37
"Ord_482","Prod_4","SHP_648","Cust_173",1494.232,0.04,48,479.95,1.25,0.57
"Ord_475","Prod_2","SHP_640","Cust_173",114.17,0.01,24,-80.05,5.15,0.59
"Ord_3647","Prod_2","SHP_5054","Cust_1285",77.19,0.03,17,-81.35,6.89,0.6
"Ord_3645","Prod_4","SHP_5050","Cust_1285",2115.242,0.04,38,371.41,8.99,0.56
"Ord_3645","Prod_6","SHP_5049","Cust_1285",1411.58,0.01,24,699.31,4.86,0.36
"Ord_3645","Prod_15","SHP_5051","Cust_1285",1246.68,0.01,9,218.48,12.65,NA
"Ord_598","Prod_8","SHP_5048","Cust_1285",909.82,0.02,40,292.49,1.99,0.46
"Ord_3666","Prod_1","SHP_5081","Cust_1285",467.4,0.01,19,-851.09,53.03,0.78
"Ord_3685","Prod_1","SHP_5110","Cust_1285",546.4,0.1,39,-138.82,4.53,0.81
"Ord_3672","Prod_1","SHP_5089","Cust_1285",741.49,0.08,8,-360.18,35,NA
"Ord_2059","Prod_11","SHP_2815","Cust_776",1875.18,0.01,10,-433.29,29.21,0.74
"Ord_1977","Prod_13","SHP_2702","Cust_742",184.1,0.04,48,43.2,0.7,0.52
"Ord_1466","Prod_17","SHP_2027","Cust_553",4475.03,0.08,41,-167.83,56.14,0.4
"Ord_1466","Prod_9","SHP_2026","Cust_553",693.06,0.06,18,148.3,9.83,0.4
"Ord_2059","Prod_6","SHP_4163","Cust_553",646.55,0.05,13,244.13,5.79,0.37
"Ord_1534","Prod_1","SHP_2122","Cust_553",6245.76,0.1,32,1462.42,9.99,0.6
"Ord_1616","Prod_8","SHP_2233","Cust_553",846.85,0.03,31,-25.98,4,0.75
"Ord_1566","Prod_2","SHP_2162","Cust_553",1223.11,0,21,161.72,13.22,0.56
"Ord_1977","Prod_13","SHP_4170","Cust_1129",38.2,0.07,16,4.34,1,0.38
"Ord_2059","Prod_11","SHP_2815","Cust_918",3587.72,0,47,54.23,89.3,0.69
"Ord_4418","Prod_3","SHP_6158","Cust_1517",64.37,0.07,6,-6.96,5.6,0.36
"Ord_4556","Prod_6","SHP_6339","Cust_1517",122.74,0.08,17,-28.13,5.47,0.35
"Ord_4418","Prod_14","SHP_6159","Cust_1517",4588.55,0.01,10,-266.62,24.49,0.52
"Ord_4454","Prod_17","SHP_6205","Cust_1528",445.34,0.03,3,-377.9,17.85,0.56
"Ord_4454","Prod_6","SHP_6206","Cust_1528",660.99,0.02,13,267.67,5.09,0.37
"Ord_4459","Prod_3","SHP_6213","Cust_1528",192.41,0.03,30,-55.95,5.19,0.38
"Ord_1057","Prod_5","SHP_1460","Cust_403",436.98,0.07,35,75.61,4.98,0.48
"Ord_1079","Prod_3","SHP_1492","Cust_414",619.77,0.02,42,50.24,7.17,0.38
"Ord_1117","Prod_9","SHP_1543","Cust_414",249.59,0.06,32,101.82,1.39,0.36
"Ord_2552","Prod_12","SHP_3493","Cust_986",24.3,0.02,5,3.14,0.5,0.36
"Ord_2552","Prod_13","SHP_3494","Cust_986",322.61,0.02,14,19.37,5.53,0.59
"Ord_5184","Prod_6","SHP_7243","Cust_1750",299.11,0.05,26,40.03,5.01,0.36
"Ord_5204","Prod_17","SHP_7270","Cust_1750",1120.86,0.02,7,17.4,13.99,0.38
"Ord_5196","Prod_6","SHP_7262","Cust_1750",271.34,0.05,40,-151.92,7.86,0.37
"Ord_5204","Prod_11","SHP_7272","Cust_1750",6668.856,0.01,45,871.97,29.21,0.74
"Ord_5204","Prod_6","SHP_7271","Cust_1750",11.51,0.1,2,-5.16,0.95,0.36
"Ord_5194","Prod_4","SHP_7259","Cust_1750",159.256,0.03,4,-171.17,2.5,0.56
"Ord_5149","Prod_1","SHP_7196","Cust_1750",869.78,0.1,27,43.36,8.22,0.57
"Ord_5181","Prod_17","SHP_7238","Cust_1750",23775.56,0.03,44,7080.99,14.7,0.59
"Ord_5149","Prod_11","SHP_7197","Cust_1750",2503.008,0.1,11,-298.62,61.76,0.78
"Ord_4040","Prod_2","SHP_5627","Cust_1392",1054.7,0.07,43,213.26,5.37,0.5
"Ord_4075","Prod_15","SHP_5681","Cust_1392",3201.16,0.06,24,405.5,24.49,0.57
"Ord_4040","Prod_15","SHP_5628","Cust_1392",5349.21,0.01,38,61.9,28.63,0.76
"Ord_4055","Prod_17","SHP_5653","Cust_1392",1893.93,0.07,1,-4654.73,14.7,0.55
"Ord_4055","Prod_3","SHP_5652","Cust_1392",7767.02,0.03,6,2070.62,19.99,0.35
"Ord_4040","Prod_17","SHP_5629","Cust_1392",4859.37,0.07,39,2472.32,13.99,0.38
"Ord_2853","Prod_5","SHP_3928","Cust_1056",675.71,0.06,49,-17.49,8.78,0.43
"Ord_2853","Prod_9","SHP_3927","Cust_1056",2366.18,0.1,16,703.8,19.99,0.39
"Ord_2853","Prod_4","SHP_3927","Cust_1056",292.978,0.05,16,-93.61,3.3,0.81
"Ord_4312","Prod_1","SHP_6017","Cust_1442",229.03,0.05,15,-28.58,5.8,0.6
"Ord_4315","Prod_11","SHP_6020","Cust_1442",10261.25,0.02,49,611.11,52.2,0.64
"Ord_2853","Prod_4","SHP_3927","Cust_1442",3615.8405,0.03,50,1861.35,3.3,0.37
"Ord_4312","Prod_1","SHP_6016","Cust_1442",3063.1,0.06,39,-1022.02,35,0.81
"Ord_4282","Prod_17","SHP_5976","Cust_1442",598.19,0.09,34,-6.61,8.51,0.4
"Ord_4255","Prod_3","SHP_5942","Cust_1442",82.03,0,42,-15.56,1.49,0.37
"Ord_4255","Prod_6","SHP_5942","Cust_1442",290.91,0.06,50,-108.19,5.67,0.36
"Ord_5293","Prod_11","SHP_7388","Cust_1773",467.15,0.01,4,-212.34,60,0.59
"Ord_5295","Prod_6","SHP_7391","Cust_1773",60.17,0,8,-18.24,5.66,0.37
"Ord_5253","Prod_5","SHP_7334","Cust_1773",639.71,0.01,43,102.53,5.3,0.46
"Ord_1039","Prod_6","SHP_1434","Cust_398",188.07,0,27,-101.85,7.86,0.37
"Ord_1068","Prod_12","SHP_1476","Cust_398",76.94,0,15,29.67,0.99,0.39
"Ord_1068","Prod_8","SHP_1475","Cust_398",503.08,0.01,12,-102.74,6.5,0.74
"Ord_1068","Prod_8","SHP_1475","Cust_398",4256.51,0.03,41,1653.96,7.18,0.46
"Ord_1052","Prod_3","SHP_1451","Cust_398",438.47,0.02,14,157.89,2.99,0.35
"Ord_4232","Prod_3","SHP_5905","Cust_1426",876.64,0,50,-126.68,13.18,0.37
"Ord_1092","Prod_5","SHP_5831","Cust_1426",927.82,0.02,43,255.03,6.67,0.49
"Ord_1092","Prod_7","SHP_5832","Cust_1426",123.37,0.09,27,-6.69,0.7,0.8
"Ord_1092","Prod_5","SHP_1508","Cust_413",90.75,0.02,6,-26.39,14.37,0.73
"Ord_1078","Prod_3","SHP_1491","Cust_413",257.97,0.03,19,33.18,4.98,0.4
"Ord_58","Prod_1","SHP_77","Cust_43",2039.56,0.04,7,-329.49,35,0.8
"Ord_305","Prod_12","SHP_410","Cust_43",186.93,0.07,47,56.44,0.99,0.39
"Ord_102","Prod_6","SHP_140","Cust_43",128.21,0.05,19,-55.13,6.57,0.37
"Ord_315","Prod_15","SHP_421","Cust_116",368.66,0.01,1,-165.6,64.73,0.56
"Ord_190","Prod_4","SHP_256","Cust_85",1955.0765,0.06,36,470.83,3.9,0.55
"Ord_283","Prod_17","SHP_383","Cust_85",10051.52,0.05,48,4938.78,13.99,0.37
"Ord_145","Prod_11","SHP_195","Cust_85",6048.18,0.04,17,1418.36,60,NA
"Ord_249","Prod_2","SHP_344","Cust_85",237.28,0.03,45,-2088.68,49,0.6
"Ord_145","Prod_5","SHP_194","Cust_85",1003.31,0.01,23,51.9,14.45,0.57
"Ord_126","Prod_4","SHP_171","Cust_85",553.5625,0.08,33,-76.86,1.25,0.83
"Ord_126","Prod_3","SHP_170","Cust_85",473.7,0.05,8,72.51,10.29,0.39
"Ord_4733","Prod_13","SHP_6602","Cust_1596",74.99,0.08,43,-8.95,0.83,0.57
"Ord_4733","Prod_12","SHP_6601","Cust_1596",20.19,0.03,4,1.3,0.5,0.36
"Ord_4638","Prod_4","SHP_6458","Cust_1596",2218.891,0,12,79.54,8.99,0.56
"Ord_4645","Prod_17","SHP_6473","Cust_1596",384.41,0.05,42,-44.3,5.76,0.39
"Ord_4689","Prod_6","SHP_6543","Cust_1596",233.2,0,40,74.83,1.46,0.39
"Ord_4645","Prod_9","SHP_6471","Cust_1596",29.19,0.03,1,-23.1,12.39,0.35
"Ord_4645","Prod_2","SHP_6472","Cust_1596",2007.24,0.03,9,600.4,11.79,0.42
"Ord_4689","Prod_6","SHP_6544","Cust_1596",245.53,0.02,24,83.16,2.27,0.36
"Ord_4359","Prod_8","SHP_6078","Cust_1484",92.02,0.1,6,-47.36,4,0.37
"Ord_4532","Prod_4","SHP_6307","Cust_1484",797.98,0.05,44,237.47,0.99,0.57
"Ord_4361","Prod_13","SHP_6080","Cust_1484",115.43,0,38,11.41,1.34,0.45
"Ord_4474","Prod_11","SHP_6233","Cust_1484",1209.168,0.03,33,-1052.79,46.59,0.67
"Ord_1471","Prod_3","SHP_2032","Cust_489",709.91,0.09,37,-93.43,12.79,0.39
"Ord_3018","Prod_6","SHP_4184","Cust_489",1096.17,0.01,26,110.78,19.99,0.36
"Ord_1307","Prod_5","SHP_1802","Cust_489",356.7,0.02,45,-48.97,5.21,0.56
"Ord_3033","Prod_2","SHP_4210","Cust_489",438.8,0.09,39,-84.19,6.96,0.5
"Ord_3018","Prod_12","SHP_4183","Cust_489",121.92,0.09,40,51.23,0.5,0.39
"Ord_1476","Prod_3","SHP_2039","Cust_489",141.7,0.02,33,-103.21,5.26,0.38
"Ord_3022","Prod_5","SHP_4192","Cust_489",114.73,0.03,8,28.08,6.85,0.54
"Ord_1441","Prod_5","SHP_1992","Cust_489",216.79,0.07,32,57.55,2.83,0.37
"Ord_1444","Prod_9","SHP_1995","Cust_489",233.03,0.05,26,-86.34,8.29,0.38
"Ord_5133","Prod_3","SHP_7172","Cust_1738",128.12,0.08,35,-135.6,5.44,0.36
"Ord_5130","Prod_3","SHP_7168","Cust_1738",221.05,0.02,30,-66.38,6.05,0.39
"Ord_5133","Prod_5","SHP_7172","Cust_1738",214.23,0.01,41,-165.42,7.1,0.42
"Ord_5133","Prod_5","SHP_7173","Cust_1738",165.62,0.03,25,-64.72,5.22,0.6
"Ord_5133","Prod_6","SHP_7174","Cust_1738",214.19,0.05,41,-66.06,4.7,0.38
"Ord_1536","Prod_14","SHP_2125","Cust_561",14475.74,0.06,28,4963.89,49,0.35
"Ord_1580","Prod_11","SHP_2181","Cust_561",377.016,0.1,2,-201.28,69.64,0.77
"Ord_1527","Prod_6","SHP_2111","Cust_561",161.67,0.08,45,-7.71,2.2,0.39
"Ord_1580","Prod_13","SHP_2180","Cust_561",59.66,0.05,35,-33.34,1.57,0.59
"Ord_1648","Prod_4","SHP_2276","Cust_561",83.3,0.09,5,-114.91,2.5,0.81
"Ord_1634","Prod_4","SHP_2255","Cust_561",1236.954,0.06,23,119.89,4.2,0.59
"Ord_1536","Prod_4","SHP_2126","Cust_561",306.6205,0.08,3,-479.08,5.99,0.57
"Ord_1580","Prod_6","SHP_2182","Cust_561",124.7,0,8,31.94,1.97,0.39
"Ord_1530","Prod_4","SHP_2116","Cust_561",2380.5695,0.01,41,740.48,3.9,0.55
"Ord_3013","Prod_11","SHP_4174","Cust_561",14960.096,0.01,47,-969.05,42.52,0.71
"Ord_1527","Prod_6","SHP_4190","Cust_561",485.46,0.03,11,48.88,17.48,0.36
"Ord_5305","Prod_17","SHP_7409","Cust_1769",910.98,0.07,10,18.77,13.99,0.38
"Ord_5247","Prod_11","SHP_7328","Cust_1769",3659.66,0.08,30,-500.38,51.94,0.63
"Ord_5250","Prod_17","SHP_7331","Cust_1769",24105.87,0.07,14,4073.25,14.7,0.55
"Ord_5304","Prod_15","SHP_7407","Cust_1769",3583.87,0.07,13,-113.08,69.55,0.6
"Ord_5263","Prod_6","SHP_7347","Cust_1769",183.45,0.01,35,-149.66,7.44,0.36
"Ord_5304","Prod_3","SHP_7406","Cust_1769",151.86,0.1,21,-54.67,6.05,0.39
"Ord_5304","Prod_5","SHP_7408","Cust_1769",4951.36,0.03,45,1759.72,5.81,0.65
"Ord_5259","Prod_12","SHP_7342","Cust_1769",132.86,0.06,36,57,0.5,0.38
"Ord_5274","Prod_4","SHP_7363","Cust_1769",1685.941,0.07,16,21.02,8.8,0.59
"Ord_5275","Prod_6","SHP_7364","Cust_1785",229.88,0.05,42,-75.25,5.06,0.37
"Ord_5294","Prod_4","SHP_7390","Cust_1785",1894.1655,0.1,37,134.73,8.99,0.58
"Ord_5279","Prod_6","SHP_7368","Cust_1785",267.53,0,36,85.17,2,0.39
"Ord_5294","Prod_10","SHP_7389","Cust_1785",2976.21,0.07,31,-277.63,35.84,0.62
"Ord_5279","Prod_1","SHP_7369","Cust_1785",1065.26,0.03,31,-900.27,35,0.81
"Ord_1186","Prod_11","SHP_1638","Cust_453",2236.15,0.05,15,-310.95,51.92,0.69
"Ord_1186","Prod_5","SHP_1637","Cust_453",2667.92,0.01,33,1049.02,19.99,0.43
"Ord_295","Prod_5","SHP_397","Cust_83",291.66,0.08,2,-192.92,24.49,0.59
"Ord_216","Prod_3","SHP_300","Cust_83",35.65,0.02,6,-5.92,2.99,0.38
"Ord_197","Prod_8","SHP_269","Cust_83",1763.6,0.08,42,455.37,1.99,0.55
"Ord_124","Prod_15","SHP_168","Cust_83",789.94,0.1,31,-190.41,14.36,0.6
"Ord_197","Prod_2","SHP_268","Cust_83",3671.3,0.04,12,900.06,24.49,0.52
"Ord_279","Prod_16","SHP_378","Cust_113",399.58,0.04,46,-188.53,7.77,0.55
"Ord_338","Prod_6","SHP_453","Cust_129",963.3,0.06,20,367.12,7.23,0.37
"Ord_93","Prod_2","SHP_125","Cust_55",9062.73,0.09,48,3122.78,0.99,0.55
"Ord_245","Prod_4","SHP_340","Cust_55",1911.4035,0.06,26,822.89,1.25,0.39
"Ord_93","Prod_10","SHP_126","Cust_55",1584.1,0.07,27,-478.22,36.61,0.61
"Ord_245","Prod_13","SHP_339","Cust_55",483.96,0.01,22,-34.09,8.99,0.59
"Ord_72","Prod_12","SHP_96","Cust_55",102.24,0.09,30,37.79,0.5,0.38
"Ord_245","Prod_4","SHP_340","Cust_55",308.363,0.04,10,42.27,0.99,0.35
"Ord_5","Prod_1","SHP_7","Cust_5",905.08,0.09,22,127.7,6.22,NA
"Ord_5","Prod_3","SHP_6","Cust_5",93.54,0.03,12,-54.04,7.72,0.38
"Ord_210","Prod_1","SHP_288","Cust_94",63.52,0.08,4,-8.47,4.81,0.58
"Ord_177","Prod_6","SHP_240","Cust_94",166.76,0.01,31,-46.03,4.75,0.36
"Ord_210","Prod_8","SHP_287","Cust_94",242.36,0.08,4,-131.48,1.99,0.5
"Ord_210","Prod_1","SHP_287","Cust_94",802.19,0,25,56.26,6.64,0.7
"Ord_148","Prod_5","SHP_199","Cust_94",143.78,0.04,6,75.3,8.99,0.44
"Ord_19","Prod_14","SHP_26","Cust_14",12028.23,0.01,25,-547.61,49,0.38
"Ord_16","Prod_3","SHP_22","Cust_14",511.83,0.1,33,-172.88,13.18,0.37
"Ord_16","Prod_8","SHP_23","Cust_14",184.99,0.05,38,-144.55,4.93,0.66
"Ord_5083","Prod_5","SHP_7097","Cust_1719",132.23,0.07,26,22.25,2.03,0.51
"Ord_3755","Prod_2","SHP_7062","Cust_1719",434.73,0.03,39,-12.2,6.12,0.42
"Ord_5083","Prod_2","SHP_7096","Cust_1719",597.44,0.09,16,108.3,4.5,0.56
"Ord_5083","Prod_4","SHP_7097","Cust_1719",5138.335,0.02,48,1422.2,8.08,0.57
"Ord_5083","Prod_4","SHP_7098","Cust_1719",2403.137,0,22,377.62,8.99,0.57
"Ord_5079","Prod_13","SHP_7092","Cust_1719",143.85,0.1,31,34.14,0.71,0.52
"Ord_5084","Prod_4","SHP_7099","Cust_1719",223.499,0.06,34,-122.13,5.03,0.6
"Ord_3787","Prod_13","SHP_5255","Cust_1317",670.65,0.08,42,41.66,5.45,0.55
"Ord_3755","Prod_1","SHP_5211","Cust_1317",7017.42,0.08,50,595.2,19.99,0.73
"Ord_3776","Prod_2","SHP_5241","Cust_1317",3291.13,0.09,49,925.95,3.5,0.59
"Ord_3770","Prod_15","SHP_5233","Cust_1317",3950.6,0.02,14,-477.66,57,0.78
"Ord_3761","Prod_6","SHP_5219","Cust_1317",410.35,0.1,48,114.02,2.15,0.4
"Ord_3776","Prod_5","SHP_5242","Cust_1317",736.96,0.1,40,-34.29,10.49,0.49
"Ord_3777","Prod_3","SHP_5243","Cust_1317",2333.06,0.08,35,473.39,19.99,0.4
